"id","name","unit","fill_value","display_name","standard_name","parameter_precision","parameter_function_id","parameter_function_map","data_product_identifier","description","data_level","data_product_type"
"1501","sci_oxy3835_wphase_dphase","1","-9999999","Sci Oxy3835 Wphase Dphase",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"1502","sci_oxy3835_wphase_is_installed","1","-99","DOSTA Is Installed",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1503","sci_oxy3835_wphase_oxygen","mL L-1","-9999999","Sci Oxy3835 Wphase Oxygen",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"1504","sci_oxy3835_wphase_ramp","1","-9999999","Sci Oxy3835 Wphase Ramp",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"1505","sci_oxy3835_wphase_rawtemp","1","-9999999","Sci Oxy3835 Wphase Rawtemp",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"1506","sci_oxy3835_wphase_rphase","1","-9999999","Sci Oxy3835 Wphase Rphase",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"1507","sci_oxy3835_wphase_saturation","%","-9999999","Sci Oxy3835 Wphase Saturation",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"1508","sci_oxy3835_wphase_temp","1","-9999999","Sci Oxy3835 Wphase Temp",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"1509","sci_oxy3835_wphase_timestamp","seconds since 1970-01-01","-9999999","Sci Oxy3835 Wphase Timestamp, UTC",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"1510","sci_oxy4_c1amp","1","-9999999","Sci Oxy4330f C1 Amp",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"1511","sci_oxy4_c1rph","1","-9999999","Sci Oxy4330f C1 Rph",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"1512","sci_oxy4_c2amp","1","-9999999","Sci Oxy4330f C2 Amp",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"1513","sci_oxy4_c2rph","1","-9999999","Sci Oxy4330f C2 Rph",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"1514","sci_oxy4_calphase","degrees","-9999999","Optode Calibrated Phase",NULL,"4",NULL,NULL,"DOCONCS-DEG_L0",NULL,"0","Unprocessed Data"
"1515","sci_oxy4_is_installed","1","-99","Sci Oxy4330f Is Installed",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1516","sci_oxy4_oxygen","umol L-1","-9999999","DO",NULL,"4",NULL,NULL,"DOCONCS_L1","Dissolved Oxygen (DO) Concentration from the Stable Response Dissolved Oxygen Instrument is a measure of the concentration of gaseous oxygen mixed in seawater. This instrument measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings.This data product is corrected for temperature from a collocated CTD. Units: µmol L-1.","1","Science Data"
"1517","sci_oxy4_rawtemp","1","-9999999","Oxy4330f Raw Temperature",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"1518","sci_oxy4_saturation","percent","-9999999","Dissolved Oxygen Saturation",NULL,"4",NULL,NULL,NULL,"Oxygen saturation is the percentage of dissolved oxygen relative to the absolute solubility of oxygen at a particular water temperature.",NULL,NULL
"1519","sci_oxy4_tcphase","1","-9999999","Sci Oxy4330f TC Phase",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"1520","sci_oxy4_temp","1","-9999999","Sci Oxy4330f Temperature",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"1521","sci_oxy4_timestamp","1","-9999999","Sci Oxy4330f Timestamp",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"1522","sci_reqd_heartbeat","s","-9999999","Reqd Heartbeat",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"1523","sci_software_ver","1","-9999999","Sci Software Version",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"1524","sci_wants_comms","1","-99","Science Computer Wants Direct Comms",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1525","sci_wants_surface","1","-99","Science Wants to Surface",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1526","sci_water_cond","S m-1","-9999999","Seawater Conductivity","sea_water_electrical_conductivity","4",NULL,NULL,"CONDWAT_L1","Seawater conductivity refers to the ability of seawater to conduct electricity. The presence of ions in the seawater, such as salt, increases the electrical conducting ability of seawater. As such, conductivity can be used as a proxy for determining the quantity of salt in a sample of seawater. Units: S m-1","1","Science Data"
"1527","sci_water_pressure","bar","-9999999","Seawater Pressure",NULL,"4",NULL,NULL,NULL,"Seawater Pressure refers to the pressure exerted on a sensor in situ by the weight of the column of seawater above it. It is calculated by subtracting one standard atmosphere from the absolute pressure at the sensor to remove the weight of the atmosphere on top of the water column. The pressure at a sensor in situ provides a metric of the depth of that sensor. Units: bar","1","Science Data"
"1528","sci_water_temp","deg_C","-9999999","Seawater Temperature","sea_water_temperature","4",NULL,NULL,"TEMPWAT_L1","Seawater temperature near the sensor. Units: degrees Celsius","1","Science Data"
"1529","sci_x_disk_files_removed","1","-9999999","Number of Files Removed",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"1530","sci_x_sent_data_files","1","-9999999","Number of Log Files Sent via Last Zmodem Batch",NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL
"1533","sci_dvl_is_installed","1","-99","DVL Is Installed",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1537","sci_flbb_bb_units","m-1 sr-1",NULL,"Total Volume Scattering Coefficient",NULL,"4",NULL,NULL,"FLUBSCT_L1","Total Volume Scattering Coefficient values represent the volume scattering from particles and the molecular scattering from water at a given wavelength of light and the default angle of 117 degrees for the ECO meter. Units: m-1 sr-1","1",NULL
"1538","sci_flbb_chlor_units","ug L-1",NULL,"Chlorophyll-a Concentration","mass_concentration_of_chlorophyll_a_in_sea_water","4",NULL,NULL,"CHLAFLO_L1","Fluorometric Chlorophyll-a Concentration is an estimate of phytoplankton biomass using fluorescence. The fluorometer emits light at a specific wavelength that is absorbed by chlorophyll and re-emitted as light at a different wavelength. By measuring the intensity of the re-emitted wavelength of light the chlorophyll-a concentration in the surrounding seawater can be estimated. Chlorophyll-a concentrations can be used as a proxy for phytoplankton biomass as it is a dominant photosynthetic pigment. Units: µg L-1","1","Science Data"
"1539","x_low_power_status","1","-9999999","Low Power Status",NULL,"4",NULL,NULL,NULL,"Low Power Status.",NULL,NULL
"1551","oxygen","Hz","-9999999","Dissolved Oxygen Measurement",NULL,"1",NULL,NULL,NULL,"Dissolved Oxygen unprocessed measurement from the Fast Response (Fastrep) Dissolved Oxygen (DO) Instrument. Units: Hz",NULL,NULL
"1552","conductivity","mS cm-1","-9999999","Seawater Conductivity Measurement","sea_water_electrical_conductivity","4",NULL,NULL,NULL,"Seawater conductivity refers to the ability of seawater to conduct electricity. The presence of ions in the seawater, such as salt, increases the electrical conducting ability of seawater. As such, conductivity can be used as a proxy for determining the quantity of salt in a sample of seawater. This is the unprocessed data in mS cm-1 that are output directly from the sensor which are then converted to salinity in S m-1. Units: mS cm-1",NULL,NULL
"1556","lat","degree_north","-9999","Latitude",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1557","lon","degree_east","-9999","Longitude",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1558","inductive_id","1","0","Inductive ID",NULL,"0",NULL,NULL,NULL,"Inductive id used to distinguish devices using inductive communications.",NULL,NULL
"1559","record_time_1904_uint32","seconds since 1904-01-01","9999999","Record Time Since 1904-01-01",NULL,"0",NULL,NULL,NULL,"The record time in seconds since 01-01-1904.",NULL,NULL
"1560","sci_water_pracsal","1","-9999999","Practical Salinity","sea_water_practical_salinity","4","26","{""p"": ""PD1527"", ""c"": ""PD1526"", ""t"": ""PD1528""}","PRACSAL_L2","Salinity is generally defined as the concentration of dissolved salt in a parcel of seawater. Practical Salinity is a more specific unitless quantity calculated from the conductivity of seawater and adjusted for temperature and pressure. It is approximately equivalent to Absolute Salinity (the mass fraction of dissolved salt in seawater) but they are not interchangeable. Units: unitless","2","Science Data"
"1567","adcps_pd12_eastward_seawater_velocity","m s-1","-9999999","Eastward Seawater Velocity","eastward_sea_water_velocity","4","49","{""lon"": ""CC_lon"", ""u"": ""PD714"", ""v"": ""PD715"", ""lat"": ""CC_lat"", ""dt"": ""PD7"", ""z"": ""CC_depth""}","VELPROF-VLE_L1","A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the eastward seawater velocity component with magnetic variation accounted for. Units: m s-1","1","Science Data"
"1568","adcps_pd12_northward_seawater_velocity","m s-1","-9999999","Northward Seawater Velocity","northward_sea_water_velocity","4","50","{""lon"": ""CC_lon"", ""u"": ""PD714"", ""v"": ""PD715"", ""lat"": ""CC_lat"", ""dt"": ""PD7"", ""z"": ""CC_depth""}","VELPROF-VLN_L1","A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the northward seawater velocity component with magnetic variation accounted for. Units: m s-1","1","Science Data"
"1569","adcps_pd12_upward_seawater_velocity","m s-1","-9999999","Upward Seawater Velocity","upward_sea_water_velocity","4","128","{""w"": ""PD716""}","VELPROF-VLU_L1","A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the upward seawater velocity component. Units: m s-1","1","Science Data"
"1570","adcps_pd12_error_velocity","m s-1","-9999999","Error Seawater Velocity",NULL,"4","129","{""e"": ""PD717""}","VELPROF-EVL_L1","A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the error seawater velocity component. Units: m s-1","1","Science Data"
"1573","mflm_fluorometric_cdom","ppb","-9999999","CDOM Concentration",NULL,"6","74","{""X"": ""PD1143"", ""off"": ""CC_dc_cdom"", ""sf"": ""CC_sf_cdom""}","CDOMFLO_L1","Fluorometric CDOM Concentration is a measure of how much light has been re-emitted (fluoresced) from colored organic compounds found in the colored dissolved organic matter (CDOM) in seawater. Examples of CDOM include tannins (polyphenols that bind to proteins and other large molecules) or lignins (polymers of phenolic acids) from decaying plant material and byproducts from the decomposition of animals. It accounts for the tea-like color in seawater. CDOM is not particulate, but seawater can contain both CDOM and turbidity. Units: ppb","1","Science Data"
"1574","wfp_time_on","seconds since 1970-01-01","9999999","Time OnC",NULL,"0",NULL,NULL,NULL,"Time of Sensor Start in Seconds since Jan 1 1970 UTC",NULL,NULL
"1575","wfp_time_off","seconds since 1970-01-01","9999999","Time OffC",NULL,"0",NULL,NULL,NULL,"Time of Sensor Stop in Seconds since Jan 1 1970 UTC",NULL,NULL
"1576","wfp_profile_number","counts","0","Profile Number",NULL,"0",NULL,NULL,NULL,"Profile Number",NULL,NULL
"1577","wfp_number_samples","counts","0","Number Samples",NULL,"0",NULL,NULL,NULL,"Number of data sample records collected",NULL,NULL
"1578","par_val_v","mV","-9999999","PAR Measurement",NULL,"6",NULL,NULL,"OPTPARW_L0","Photosynthetically Active Radiation (PAR) unprocessed sensor reading. Units: mV","0","Unprocessed Data"
"1579","wfp_sensor_start","seconds since 1970-01-01","9999999","Sensor Start Time, UTC",NULL,"0",NULL,NULL,NULL,"Time of Sensor Start in Seconds since Jan 1 1970 UTC",NULL,NULL
"1580","wfp_profile_start","seconds since 1970-01-01","9999999","Profile Start Time, UTC",NULL,"0",NULL,NULL,NULL,"Time of Profile Start in Seconds since Jan 1 1970 UTC",NULL,NULL
"1581","wfp_indicator","1","-9999","Message Type Indicator",NULL,"0",NULL,NULL,NULL,"Type of Message",NULL,NULL
"1582","wfp_ramp_status","1","-9999","Ramp Status",NULL,"0",NULL,NULL,NULL,"Defined Status",NULL,NULL
"1583","wfp_profile_status","1","-9999","Profile Status",NULL,"0",NULL,NULL,NULL,"Defined Status",NULL,NULL
"1584","wfp_sensor_stop","seconds since 1970-01-01","9999999","Sensor Stop Time",NULL,"0",NULL,NULL,NULL,"Time of Sensor Stop in Seconds since Jan 1 1970 UTC",NULL,NULL
"1585","wfp_profile_stop","seconds since 1970-01-01","9999999","Profile Stop Time",NULL,"0",NULL,NULL,NULL,"Time of Profile Stop  in Seconds since Jan 1 1970 UTC",NULL,NULL
"1586","wfp_prof_current","mA","-9999999","Profile Current",NULL,"4",NULL,NULL,NULL,"profile current",NULL,NULL
"1587","wfp_prof_voltage","V","-9999999","Profile Voltage",NULL,"4",NULL,NULL,NULL,"profile voltage",NULL,NULL
"1588","wfp_prof_pressure","dbar","-9999999","Profile Pressure",NULL,"4",NULL,NULL,NULL,"profile pressure",NULL,NULL
"1589","rte_coulombs","C","-9999999","Coulombs",NULL,"4",NULL,NULL,NULL,"Energy used by radar reflector over the sample period",NULL,NULL
"1590","rte_avg_q_current","A","-9999999","Average Q Current",NULL,"4",NULL,NULL,NULL,"Average current used over the sample period",NULL,NULL
"1591","rte_avg_voltage","V","-9999999","Average Voltage",NULL,"4",NULL,NULL,NULL,"Average voltage over the sample period",NULL,NULL
"1592","rte_avg_supply_voltage","V","-9999999","Average Supply Voltage",NULL,"4",NULL,NULL,NULL,"Average supply voltage over the sample period",NULL,NULL
"1593","rte_hits","counts","0","Hits",NULL,"0",NULL,NULL,NULL,"Cummlitive radar hits",NULL,NULL
"1594","rte_state","1","-9999","State",NULL,"0",NULL,NULL,NULL,"Current state (1 = active, 0 = not active)",NULL,NULL
"1595","mopak_accelx","g0","-9999999","Acceleration X",NULL,"4",NULL,NULL,NULL,"Acceleration x in g0",NULL,NULL
"1596","mopak_accely","g0","-9999999","Acceleration Y",NULL,"4",NULL,NULL,NULL,"Acceleration y in g0",NULL,NULL
"1597","mopak_accelz","g0","-9999999","Acceleration Z",NULL,"4",NULL,NULL,NULL,"Acceleration z in g0",NULL,NULL
"1598","mopak_ang_ratex","rad s-1","-9999999","Angular Rate X",NULL,"4",NULL,NULL,NULL,"Angular Rate x, rad s-1",NULL,NULL
"1599","mopak_ang_ratey","rad s-1","-9999999","Angular Rate Y",NULL,"4",NULL,NULL,NULL,"Angular Rate y.rad s-1",NULL,NULL
"1600","mopak_ang_ratez","rad s-1","-9999999","Angular Rate Z",NULL,"4",NULL,NULL,NULL,"Angular Rate z, rad s-1",NULL,NULL
"1601","mopak_magx","Gs","-9999999","Magnetometer Vector X",NULL,"4",NULL,NULL,NULL,"Magnetometer Vector x in Gs",NULL,NULL
"1602","mopak_magy","Gs","-9999999","Magnetometer Vector Y",NULL,"4",NULL,NULL,NULL,"Magnetometer Vector y in Gs",NULL,NULL
"1603","mopak_magz","Gs","-9999999","Magnetometer Vector Z",NULL,"4",NULL,NULL,NULL,"Magnetometer Vector z in Gs",NULL,NULL
"1604","mopak_timer","counts","0","Timer",NULL,"0",NULL,NULL,NULL,"timer in counts",NULL,NULL
"1605","mopak_roll","degrees","-9999999","Roll",NULL,"4",NULL,NULL,NULL,"roll in degrees",NULL,NULL
"1606","mopak_pitch","degrees","-9999999","Pitch",NULL,"4",NULL,NULL,NULL,"pitch in degrees",NULL,NULL
"1607","mopak_yaw","degrees","-9999999","Yaw",NULL,"4",NULL,NULL,NULL,"yaw in degrees",NULL,NULL
"1608","vel3d_k_temp_c","cdeg_C","0","Temperature",NULL,"0",NULL,NULL,NULL,"Temperature, centidegrees Celsius",NULL,NULL
"1609","vel3d_k_heading","ddegrees","0","Heading",NULL,"0",NULL,NULL,NULL,"Heading, decidegrees",NULL,NULL
"1610","vel3d_k_pitch","ddegrees","0","Pitch",NULL,"0",NULL,NULL,NULL,"Pitch, decidegrees",NULL,NULL
"1611","vel3d_k_roll","ddegrees","0","Roll",NULL,"0",NULL,NULL,NULL,"Roll, decidegrees",NULL,NULL
"1612","vel3d_k_v_scale","counts","0","Velocity Scale",NULL,"0",NULL,NULL,NULL,"Velocity Scale in counts",NULL,NULL
"1613","vel3d_k_vel0","counts","0","Raw Velocity 0",NULL,"0",NULL,NULL,NULL,"Raw Velocity 0 in counts",NULL,NULL
"1614","vel3d_k_vel1","counts","0","Raw Velocity 1",NULL,"0",NULL,NULL,NULL,"Raw Velocity 1 in counts",NULL,NULL
"1615","vel3d_k_vel2","counts","0","Raw Velocity 2",NULL,"0",NULL,NULL,NULL,"Raw Velocity 2 in counts",NULL,NULL
"1616","vel3d_k_amp0","counts","0","Amplitude0",NULL,"0",NULL,NULL,NULL,"Amplitude0 in counts",NULL,NULL
"1617","vel3d_k_amp1","counts","0","Amplitude1",NULL,"0",NULL,NULL,NULL,"Amplitude1 in counts",NULL,NULL
"1618","vel3d_k_amp2","counts","0","Amplitude2",NULL,"0",NULL,NULL,NULL,"Amplitude2 in counts",NULL,NULL
"1619","vel3d_k_number_of_records","counts","0","Number of Records",NULL,"0",NULL,NULL,NULL,"Number of Records in counts",NULL,NULL
"1620","vel3d_k_time_on","s","9999999","Time Sensor Start",NULL,"0",NULL,NULL,NULL,"Time Sensor Start in seconds",NULL,NULL
"1621","vel3d_k_time_off","s","9999999","Time Sensor Stop",NULL,"0",NULL,NULL,NULL,"Time Sensor Stop in seconds",NULL,NULL
"1622","wfp_timestamp","seconds since 1970-01-01","9999999","Wire Following Profiler Timestamp",NULL,"0",NULL,NULL,NULL,"Timestamp in seconds since January 01, 1970 UTC.",NULL,NULL
"1623","adcps_jln_record","1","0","Record Number",NULL,"0",NULL,NULL,NULL,"ASCII Record number",NULL,NULL
"1624","adcps_jln_number","1","0","Ensemble Number",NULL,"0",NULL,NULL,NULL,"Ensemble Number",NULL,NULL
"1625","adcps_jln_unit_id","1","0","Unit ID",NULL,"0",NULL,NULL,NULL,"The ID of the ADCP as set by the CI command.",NULL,NULL
"1626","adcps_jln_fw_vers","1","0","CPU Firmware Version",NULL,"0",NULL,NULL,NULL,"CPU Firmware Version",NULL,NULL
"1627","adcps_jln_fw_rev","1","0","CPU Firmware Revision",NULL,"0",NULL,NULL,NULL,"CPU Firmware Revision",NULL,NULL
"1628","adcps_jln_year","year","0","Year",NULL,"0",NULL,NULL,NULL,"year of ensemble time-stamp",NULL,NULL
"1629","adcps_jln_month","month","0","Month",NULL,"0",NULL,NULL,NULL,"Month of ensemble time-stamp",NULL,NULL
"1630","adcps_jln_day","day","0","Day",NULL,"0",NULL,NULL,NULL,"Day of month of ensemble time-stamp.",NULL,NULL
"1631","adcps_jln_hour","hour","0","Hour",NULL,"0",NULL,NULL,NULL,"Hour of ensemble time-stamp.",NULL,NULL
"1632","adcps_jln_minute","minute","0","Minute",NULL,"0",NULL,NULL,NULL,"Minute of ensemble time-stamp.",NULL,NULL
"1633","adcps_jln_second","sec","0","Second",NULL,"0",NULL,NULL,NULL,"Second of ensemble time-stamp.",NULL,NULL
"1634","adcps_jln_hsec","csec","0","Hundredths of Seconds",NULL,"0",NULL,NULL,NULL,"Hundredths of seconds of ensemble time-stamp.",NULL,NULL
"1635","adcps_jln_heading","cdegree","0","Heading",NULL,"0",NULL,NULL,NULL,"Heading, centidegrees",NULL,NULL
"1636","adcps_jln_pitch","cdegree","-9999","Pitch",NULL,"0",NULL,NULL,NULL,"Pitch, centidegrees",NULL,NULL
"1637","adcps_jln_roll","cdegree","-9999","Roll",NULL,"0",NULL,NULL,NULL,"Roll, centidegrees",NULL,NULL
"1638","adcps_jln_temp","cdeg_C","-9999","Temperature",NULL,"0",NULL,NULL,NULL,"Temperature, centidegree C",NULL,NULL
"1639","adcps_jln_pressure","daPa","-9999","Pressure",NULL,"0",NULL,NULL,NULL,"Pressure, decaPascal",NULL,NULL
"1640","adcps_jln_startbin","1","0","Starting BIN Number",NULL,"0",NULL,NULL,NULL,"Starting BIN Number",NULL,NULL
"1641","adcps_jln_bins","1","0","Bins",NULL,"0",NULL,NULL,NULL,"Bins",NULL,NULL
"1646","adcps_jln_timestamp","1","empty","Timestamp",NULL,NULL,NULL,NULL,NULL,"Controller Timestamp",NULL,NULL
"1647","adcps_jln_id","1","0","ID Number",NULL,"0",NULL,NULL,NULL,"ID Number",NULL,NULL
"1649","adcps_jln_volts","V","-9999999","Voltage",NULL,"4",NULL,NULL,NULL,"Voltage",NULL,NULL
"1650","adcps_jln_records","1","0","Number of Records",NULL,"0",NULL,NULL,NULL,"Number of records in file",NULL,NULL
"1651","adcps_jln_length","1","0","Length",NULL,"0",NULL,NULL,NULL,"Length in bytes",NULL,NULL
"1652","adcps_jln_events","1","0","Number of Event",NULL,"0",NULL,NULL,NULL,"Number of modem events",NULL,NULL
"1653","adcps_jln_samples_written","1","0","Samples Written",NULL,"0",NULL,NULL,NULL,"Samples Written",NULL,NULL
"1654","flort_k_total_volume_scattering_coefficient","m-1 sr-1","-9999999","Total Volume Scattering Coefficient",NULL,"6","81","{""counts_dark"": ""CC_dark_counts_volume_scatter"", ""scale_factor"": ""CC_scale_factor_volume_scatter"", ""counts_output"": ""PD1139""}","FLUBSCT_L1","Total Volume Scattering Coefficient values represent the volume scattering from particles and the molecular scattering from water at a given wavelength of light and the default angle of 117 degrees for the ECO meter. Units: m-1 sr-1","1",NULL
"1655","fluorometric_chlorophyll_a","ug L-1","-9999999","Chlorophyll-a Concentration","mass_concentration_of_chlorophyll_a_in_sea_water","6","80","{""counts_dark"": ""CC_dark_counts_chlorophyll_a"", ""scale_factor"": ""CC_scale_factor_chlorophyll_a"", ""counts_output"": ""PD1141""}","CHLAFLO_L1","Fluorometric Chlorophyll-a Concentration is an estimate of phytoplankton biomass using fluorescence. The fluorometer emits light at a specific wavelength that is absorbed by chlorophyll and re-emitted as light at a different wavelength. By measuring the intensity of the re-emitted wavelength of light the chlorophyll-a concentration in the surrounding seawater can be estimated. Chlorophyll-a concentrations can be used as a proxy for phytoplankton biomass as it is a dominant photosynthetic pigment. Units: µg L-1","1","Science Data"
