id,name,unit,fill_value,display_name,standard_name,parameter_precision,parameter_function_id,parameter_function_map,data_product_identifier,description,data_level,data_product_type
840,lily_y_tilt,urad,,High-Resolution Y-Tilt,,,,,BOTTILT-YTLT,"Seafloor High-Resolution Tilt measurements are very precise measurements of seafloor tilt- measured in micro-radians. This high resolution enables the measurement of the ""tilting"" of the seafloor as it deforms in response to uplifting mantle at the summit of Axial Volcano. Y-tilt is the magnitude of tilt since the last re-leveling of the sensor and is output by the High-resolution Tiltmeter (LILY) on board the BOTPT instrument. Positive Y-tilt means the positive y-axis is in the direction of downward tilt. Units: microradians",L0,Science
841,compass_direction,degrees,,High-Resolution Compass Direction,,,,,BOTTILT-SCMP,The sensor compass direction is output by the High-resolution Tiltmeter (LILY) on board the BOTPT instrument and represents the heading of the negative y-axis direction of the tiltmeter measured in degrees counter-clockwise from north- unorrected for calibration offsets and magnetic declination. Units: integer degrees.,L0,Science
842,supply_voltage,V,,High-Resolution Tiltmeter Voltage,,,,,TLTVOLT,The auxiliary data product LILY Tiltmeter Voltage is the voltage supplied to the Applied Geomechanics LILY Self-leveling Borehole Tiltmeter sensor. Units: Volts,AUX,Auxiliary
843,press_trans_temp,deg_C,,Nano-resolution Pressure Transducer Temperature,,,,,NPTTEMP,Nano-resolution Pressure Transducer Temperature is the internal transducer temperature that is used for onboard temperature-compensation of the pressure measurements produced by the BOTPT instrument. Units: degrees Celsius,AUX,Auxiliary
844,heat_x_tilt,degrees,,Coarse-Resolution X-Tilt,,0,,,CRTTILT-XTLT,The auxiliary data product HEAT Coarse-resolution X-Tilt is the sensor tilt in the X direction measured by the ADXL327 Coarse-resolution Tiltmeter sensor integrated with the manual-leveling mechanism on the BOTPT instrument. Units: integer degrees.,AUX,Auxiliary
845,heat_y_tilt,degrees,,Coarse-Resolution Y-Tilt,,0,,,CRTTILT-YTLT,The auxiliary data product HEAT Coarse-resolution Y-Tilt is the sensor tilt in the Y direction measured by the ADXL327 Coarse-resolution Tiltmeter sensor integrated with the manual-leveling mechanism on the BOTPT instrument. Units: integer degrees.,AUX,Auxiliary
846,iris_x_tilt,degrees,,Low-Resolution X-Tilt,,,,,LRTTILT-XTLT,The auxiliary data product IRIS Low-resolution X-Tilt is the sensor tilt in the X direction. Units: integer degrees.,AUX,Auxiliary
847,iris_y_tilt,degrees,,Low-Resolution Y-Tilt,,,,,LRTTILT-YTLT,The auxiliary data product IRIS Low-resolution Y-Tilt is the sensor tilt in the Y direction. Units: integer degrees.,AUX,Auxiliary
848,bottom_pressure,psia,,Bottom Pressure,,4,,,BOTPRES,Seafloor Pressure is a measure of the force on the seafloor exerted by the weight of the overlying water column plus the weight of the atmosphere. Nano-resolution Bottom Pressure measurements are seafloor pressure measurements with very high sample rate and accuracy. This high resolution provides sufficient precision to enable the measurement of the rise and fall of the seafloor. Units: psia,L1,Science
849,lily_temp,deg_C,,High-Resolution Tiltmeter Temperature,,,,,TLTTEMP,The auxiliary data product LILY Tiltmeter Temperature is the temperature internal to the Applied Geomechanics LILY High-resolution Self-leveling Borehole Tiltmeter sensor. This is considered engineering data that also has scientific value. Units: degrees Celsius,AUX,Auxiliary
850,iris_temp,deg_C,,Low-Resolution Tiltmeter Temperature,,,,,LRTTEMP,The auxiliary data product IRIS Tiltmeter Temperature is the temperature internal to the IRIS Low-resolution Tiltmeter sensor on the BOTPT instrument. This is considered engineering data that also has scientific value. Units: degrees Celsius,AUX,Auxiliary
851,heat_temp,deg_C,,Coarse-Resolution Tiltmeter Temperature,,0,,,CRTTEMP,The auxiliary data product Coarse-resolution Tiltmeter Temperature (or HEAT Internal TiltmeterTemperature) is the internal temperature of the coarse-resolution tiltmeter (ADXL327) sensor on the BOTPT instrument. This is considered engineering data that also has scientific value. Units: degrees Celsius,AUX,Auxiliary
863,ingestion_timestamp,seconds since 1900-01-01,,Ingestion Timestamp - UTC,,20,,,,The NTP Timestamp for when the granule was ingested.,ENG,Engineering
869,beam_1_velocity,mm s-1,,Beam 1 Velocity Profile,,0,,,VELPROF-B1,Unprocessed velocity profile from beam 1. Units: mm s-1,L0,Science
870,beam_2_velocity,mm s-1,,Beam 2 Velocity Profile,,0,,,VELPROF-B2,Unprocessed velocity profile from beam 2. Units: mm s-1,L0,Science
871,beam_3_velocity,mm s-1,,Beam 3 Velocity Profile,,0,,,VELPROF-B3,Unprocessed velocity profile from beam 3. Units: mm s-1,L0,Science
872,beam_4_velocity,mm s-1,,Beam 4 Velocity Profile,,0,,,VELPROF-B4,Unprocessed velocity profile from beam 4. Units: mm s-1,L0,Science
873,percent_good_beam1,percent,,Beam 1 Percent Good,,0,,,VELPROF-PCG,Percent good is the fraction of data that has passed quality criteria such as low correlation- large error velocity- and false target threshold. This instance is for beam 1. Units: percent.,AUX,Auxiliary
874,percent_good_beam2,percent,,Beam 2 Percent Good,,0,,,VELPROF-PCG,Percent good is the fraction of data that has passed quality criteria such as low correlation- large error velocity- and false target threshold. This instance is for beam 2. Units: percent.,AUX,Auxiliary
875,percent_good_beam3,percent,,Beam 3 Percent Good,,0,,,VELPROF-PCG,Percent good is the fraction of data that has passed quality criteria such as low correlation- large error velocity- and false target threshold. This instance is for beam 3. Units: percent.,AUX,Auxiliary
876,percent_good_beam4,percent,,Beam 4 Percent Good,,0,,,VELPROF-PCG,Percent good is the fraction of data that has passed quality criteria such as low correlation- large error velocity- and false target threshold. This instance is for beam 4. Units: percent.,AUX,Auxiliary
877,real_time_clock,1,,Real Time Clock Array,,0,,,,Elements of the real-time clock array are: Year- Month- Day- Hour- Minute- Seconds- Hundredths. Units are standard time units- applied to each element respectively (year- month- day- hour- minutes- seconds- cseconds).,ENG,Engineering
878,eastward_turbulent_velocity,m s-1,,Eastward Turbulent Point Seawater Velocity,eastward_sea_water_velocity,3,,,VELPTTU-VLE,Turbulent Point Water Velocity is the measurement of current velocity- which can be used to derive turbulence data. Current velocity is measured within a 1 cm3 box by transmitting a sound pulse from the center transducer. The instrument measures the Doppler shift introduced by the reflections from particles suspended in the water- which is picked up by the 3 receivers that surround the center transducer. This data product is the eastward component of turbulent seawater velocity relative to true North. Units: m s-1,L1,Science
879,northward_turbulent_velocity,m s-1,,Northward Turbulent Point Seawater Velocity,northward_sea_water_velocity,3,,,VELPTTU-VLN,Turbulent Point Water Velocity is the measurement of current velocity- which can be used to derive turbulence data. Current velocity is measured within a 1 cm3 box by transmitting a sound pulse from the center transducer. The instrument measures the Doppler shift introduced by the reflections from particles suspended in the water- which is picked up by the 3 receivers that surround the center transducer. This data product is the northward component of turbulent seawater velocity relative to true North. Units: m s-1,L1,Science
880,upward_turbulent_velocity,m s-1,,Upward Turbulent Point Seawater Velocity,upward_sea_water_velocity,3,,,VELPTTU-VLU,Turbulent Point Water Velocity is the measurement of current velocity- which can be used to derive turbulence data. Current velocity is measured within a 1 cm3 box by transmitting a sound pulse from the center transducer. The instrument measures the Doppler shift introduced by the reflections from particles suspended in the water- which is picked up by the 3 receivers that surround the center transducer. This data product is the upward component of turbulent seawater velocity. Units: m s-1,L1,Science
881,calibration_temp,deg_C,,Calibration Temperature,,4,,,,Average temperature during the calibration.,ENG,Engineering
891,seafloor_pressure,dbar,,Seafloor Pressure,sea_water_pressure_at_sea_floor,4,,,SFLPRES,Seafloor Pressure is a measurement of the force on the seafloor exerted by the weight of the overlying seawater column plus the weight of the atmosphere (hydrostatic plus atmospheric). Units: dbar,L1,Science
902,eastward_beam_seawater_velocity,m s-1,,Eastward Seawater Velocity,eastward_sea_water_velocity,4,,,VELPROF-VLE,A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the eastward seawater velocity component with magnetic variation accounted for. Units: m s-1,L1,Science
903,northward_beam_seawater_velocity,m s-1,,Northward Seawater Velocity,northward_sea_water_velocity,4,,,VELPROF-VLN,A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the northward seawater velocity component with magnetic variation accounted for. Units: m s-1,L1,Science
904,upward_seawater_velocity,m s-1,,Upward Seawater Velocity,upward_sea_water_velocity,4,,,VELPROF-VLU,A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the upward seawater velocity component. Units: m s-1,L1,Science
905,beam_error_velocity,m s-1,,Error Velocity,error_velocity,4,,,VELPROF-EVL,A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the error component. Units: m s-1,L1,Science
908,seawater_temperature,deg_C,,Seawater Temperature,sea_water_temperature,4,,,TEMPWAT,Seawater temperature near the sensor. Units: degrees Celsius,L1,Science
909,seawater_pressure,dbar,,Seawater Pressure,sea_water_pressure,3,,,PRESWAT,Seawater Pressure refers to the pressure exerted on a sensor in situ by the weight of the column of seawater above it. It is calculated by subtracting one standard atmosphere from the absolute pressure at the sensor to remove the weight of the atmosphere on top of the water column. The pressure at a sensor in situ provides a metric of the depth of that sensor. Units: dbar,L1,Science
910,seawater_conductivity,S m-1,,Seawater Conductivity,sea_water_electrical_conductivity,6,,,CONDWAT,Seawater conductivity refers to the ability of seawater to conduct electricity. The presence of ions in the seawater- such as salt- increases the electrical conducting ability of seawater. As such- conductivity can be used as a proxy for determining the quantity of salt in a sample of seawater. Units: S m-1,L1,Science
911,practical_salinity,(unitless),,Practical Salinity,sea_water_practical_salinity,4,,,PRACSAL,Salinity is generally defined as the concentration of dissolved salt in a unit of seawater. Practical Salinity is a more specific unitless quantity calculated from the conductivity of seawater and adjusted for temperature and pressure. It is approximately equivalent to Absolute Salinity (the mass fraction of dissolved salt in seawater) but they are not interchangeable. Units: unitless,L2,Science
912,seawater_density,kg m-3,,Seawater Density,sea_water_density,4,,,DENSITY,Seawater density is defined as mass per unit volume and is calculated using the temperature- salinity- and pressure of a seawater sample. Units: kg m-3,L2,Science
923,salinity,(unitless),,Practical Salinity,sea_water_practical_salinity,3,,,PRACSAL,Salinity is generally defined as the concentration of dissolved salt in a unit of seawater. Practical Salinity is a more specific unitless quantity calculated from the conductivity of seawater and adjusted for temperature and pressure. It is approximately equivalent to Absolute Salinity (the mass fraction of dissolved salt in seawater) but they are not interchangeable. Units: unitless,L2,Science
925,cycle_rate,s,,Cycle Rate,,0,,,,Cycle rate- computed by device.,ENG,Engineering
926,absorbance_ratio_434,counts,,Optical Absorbance Ratio at 434 nm,,0,,,CO2ABS1-SAMP,The Optical Absorbance ratio at 434 nm collected during the measurement cycle and used to calculate the PCO2WAT data product.,L0,Science
927,absorbance_ratio_620,counts,,Optical Absorbance Ratio at 620 nm,,0,,,CO2ABS2-SAMP,The Optical Absorbance ratio at 620 nm collected during the measurement cycle and used to calculate the PCO2WAT data product.,L0,Science
928,absorbance_blank_434,1,,Optical Absorbance Ratio at 434 nm - Blank,,4,,,CO2ABS1,The Optical Absorbance ratio at 434 nm collected during the blank cycle and used to calculate the PCO2WAT data product.,L0,Science
929,absorbance_blank_620,1,,Optical Absorbance Ratio at 620 nm - Blank,,4,,,CO2ABS2,The Optical Absorbance ratio at 620 nm collected during the blank cycle and used to calculate the PCO2WAT data product.,L0,Science
930,pco2w_thermistor_temperature,deg_C,,Thermistor Temperature,,4,,,CO2THRM,,L1,Science
931,pco2_seawater,uatm,,pCO2 Seawater,,4,,,PCO2WAT,Partial Pressure of CO2 in Seawater provides a measure of the amount of CO2 and HCO3 in seawater. Specifically- it refers to the pressure that would be exerted by CO2 if all other gases were removed. Partial pressure of a gas dissolved in seawater is understood as the partial pressure in air that the gas would exert in a hypothetical air volume in equilibrium with that seawater. Units: uatm,L1,Science
932,thermistor_start,counts,,Thermistor Resistivity at Start of Measurement,,0,,,,Starting thermistor value,ENG,Engineering
933,reference_light_measurements,counts,,Array of Reference Light Measurements,,0,,,,Array of reference light measurements,ENG,Engineering
935,thermistor_end,counts,,Thermistor Resistivity at End of Measurement,,0,,,ABSTHRM,Thermistor resistivity with a DC volt range of 0 to 5,L0,Science
936,signal_intensity_434,counts,,Optical Absorbance Signal Intensity at 434 nm,,0,,,PH434SI,Signal intensity at 434nm ranging from 0 to 4096 (corresponds to a direct current volt range of 0 to 5),L0,Science
937,signal_intensity_578,counts,,Optical Absorbance Signal Intensity at 578 nm,,0,,,PH578SI,Signal intensity at 578nm ranging from 0 to 4096 (corresponds to a direct current volt range of 0 to 5),L0,Science
938,phsen_thermistor_temperature,deg_C,,Thermistor Temperature at End of Measurement,,4,,,ABSTHRM,Thermistor Temperature refers to the internal instrument temperature of the pH sensor- as measured by the thermistor (in volts). It is used to determine salinity and temperature dependent molar absorptivities in the seawater sample in order to make an accurate pH estimation. Units: Volts,L1,Science
939,ph_seawater,(unitless),,pH of Seawater,sea_water_ph_reported_on_total_scale,4,,,PHWATER,pH is a measurement of the concentration of hydrogen ions in a solution. pH ranges from acidic to basic on a scale from 0 to 14 with 7 being neutral. Units: pH units,L1,Science
940,estimated_oxygen_concentration,umol L-1,,Dissolved Oxygen Concentration- T corrected,moles_of_oxygen_per_unit_mass_in_sea_water,3,,,DOCONCS,Dissolved Oxygen Concentration from the Stable Response Dissolved Oxygen (DOSTA) Instrument is a measure of the concentration of gaseous oxygen mixed in seawater. This data product is corrected for temperature. Units: umol L-1.,L1,Science
